timestamp,capteur_id,valeur,unite,batiment
2024-01-01 00:00:00,HUM_001,13.090055862201565,°C,BAT_C
2024-01-01 01:00:00,TEMP_002,20.26271493768007,°C,BAT_A
2024-01-01 02:00:00,HUM_001,20.565258069848884,°C,BAT_B
2024-01-01 03:00:00,HUM_001,31.83992319430008,°C,BAT_A
2024-01-01 04:00:00,TEMP_001,18.214873508081354,°C,BAT_A
2024-01-01 05:00:00,HUM_001,29.389162610797914,°C,BAT_C
2024-01-01 06:00:00,HUM_001,24.536230469387654,°C,BAT_C
2024-01-01 07:00:00,TEMP_002,30.276452482130228,°C,BAT_B
2024-01-01 08:00:00,PRESSURE_001,23.40096610454144,°C,BAT_C
2024-01-01 09:00:00,HUM_001,13.949453402051727,°C,BAT_A
2024-01-01 10:00:00,PRESSURE_001,17.3785406957855,°C,BAT_A
2024-01-01 11:00:00,TEMP_002,24.741976422500837,°C,BAT_C
2024-01-01 12:00:00,HUM_001,17.58526261247279,°C,BAT_B
2024-01-01 13:00:00,TEMP_002,33.96785085444944,°C,BAT_A
2024-01-01 14:00:00,TEMP_001,12.867419162640491,°C,BAT_A
2024-01-01 15:00:00,TEMP_002,18.86580070305051,°C,BAT_A
2024-01-01 16:00:00,HUM_001,24.363556899054203,°C,BAT_C
2024-01-01 17:00:00,PRESSURE_001,22.11065650661887,°C,BAT_A
2024-01-01 18:00:00,TEMP_002,19.650676723463498,°C,BAT_A
2024-01-01 19:00:00,TEMP_001,29.250032040272234,°C,BAT_C
2024-01-01 20:00:00,HUM_001,22.387353430691984,°C,BAT_B
2024-01-01 21:00:00,TEMP_001,27.39260356892047,°C,BAT_B
2024-01-01 22:00:00,PRESSURE_001,19.90972440527912,°C,BAT_B
2024-01-01 23:00:00,TEMP_002,27.215729651041485,°C,BAT_A
2024-01-02 00:00:00,PRESSURE_001,23.1716940561277,°C,BAT_A
2024-01-02 01:00:00,HUM_001,13.903583653813465,°C,BAT_A
2024-01-02 02:00:00,TEMP_002,15.944849220519815,°C,BAT_B
2024-01-02 03:00:00,TEMP_001,27.64921033247501,°C,BAT_A
2024-01-02 04:00:00,TEMP_001,22.01435958636912,°C,BAT_A
2024-01-02 05:00:00,TEMP_001,27.728658583235173,°C,BAT_B
2024-01-02 06:00:00,TEMP_001,25.64248397143426,°C,BAT_C
2024-01-02 07:00:00,TEMP_002,16.40958108601839,°C,BAT_B
2024-01-02 08:00:00,PRESSURE_001,16.051528183739265,°C,BAT_B
2024-01-02 09:00:00,PRESSURE_001,21.490819995386243,°C,BAT_C
2024-01-02 10:00:00,HUM_001,22.84845722836126,°C,BAT_A
2024-01-02 11:00:00,TEMP_001,18.521822453899514,°C,BAT_B
2024-01-02 12:00:00,PRESSURE_001,24.555214572982717,°C,BAT_B
2024-01-02 13:00:00,HUM_001,20.928718216464695,°C,BAT_B
2024-01-02 14:00:00,TEMP_001,18.216153392796905,°C,BAT_A
2024-01-02 15:00:00,PRESSURE_001,23.27518033559253,°C,BAT_B
2024-01-02 16:00:00,TEMP_001,18.78478001312879,°C,BAT_B
2024-01-02 17:00:00,TEMP_002,14.746302728168855,°C,BAT_A
2024-01-02 18:00:00,TEMP_001,29.861007154895375,°C,BAT_C
2024-01-02 19:00:00,PRESSURE_001,12.161458947314546,°C,BAT_A
2024-01-02 20:00:00,TEMP_002,13.712169530455638,°C,BAT_A
2024-01-02 21:00:00,PRESSURE_001,26.146767469251067,°C,BAT_C
2024-01-02 22:00:00,TEMP_001,23.317235712010806,°C,BAT_C
2024-01-02 23:00:00,TEMP_001,19.162831209419764,°C,BAT_B
2024-01-03 00:00:00,TEMP_001,31.703915167727192,°C,BAT_B
2024-01-03 01:00:00,HUM_001,20.0281623842955,°C,BAT_B
2024-01-03 02:00:00,TEMP_002,21.43778828302043,°C,BAT_B
2024-01-03 03:00:00,TEMP_002,22.077785906001644,°C,BAT_C
2024-01-03 04:00:00,HUM_001,25.062090163500244,°C,BAT_C
2024-01-03 05:00:00,HUM_001,25.452605230140268,°C,BAT_A
2024-01-03 06:00:00,PRESSURE_001,28.811789838247506,°C,BAT_B
2024-01-03 07:00:00,HUM_001,19.66223147386631,°C,BAT_A
2024-01-03 08:00:00,TEMP_002,21.77066047027639,°C,BAT_A
2024-01-03 09:00:00,TEMP_001,20.502006206133213,°C,BAT_A
2024-01-03 10:00:00,TEMP_001,15.3555583224262,°C,BAT_B
2024-01-03 11:00:00,PRESSURE_001,20.353825233874108,°C,BAT_B
2024-01-03 12:00:00,HUM_001,23.663695195846735,°C,BAT_B
2024-01-03 13:00:00,TEMP_002,22.572969720262915,°C,BAT_B
2024-01-03 14:00:00,TEMP_001,29.140390818493927,°C,BAT_C
2024-01-03 15:00:00,PRESSURE_001,22.993436791310785,°C,BAT_B
2024-01-03 16:00:00,HUM_001,17.046985300957513,°C,BAT_A
2024-01-03 17:00:00,HUM_001,19.42222920634487,°C,BAT_A
2024-01-03 18:00:00,HUM_001,17.91795336075064,°C,BAT_B
2024-01-03 19:00:00,HUM_001,18.996025256946318,°C,BAT_C
2024-01-03 20:00:00,TEMP_002,21.558097613504593,°C,BAT_C
2024-01-03 21:00:00,HUM_001,25.81178225293596,°C,BAT_B
2024-01-03 22:00:00,TEMP_001,26.319709301603602,°C,BAT_B
2024-01-03 23:00:00,PRESSURE_001,17.434958241870792,°C,BAT_B
2024-01-04 00:00:00,PRESSURE_001,24.102181639638353,°C,BAT_A
2024-01-04 01:00:00,PRESSURE_001,21.658583962303943,°C,BAT_B
2024-01-04 02:00:00,TEMP_002,20.2438796438781,°C,BAT_B
2024-01-04 03:00:00,TEMP_001,18.660385889613334,°C,BAT_C
2024-01-04 04:00:00,HUM_001,18.321603550952698,°C,BAT_C
2024-01-04 05:00:00,TEMP_001,19.340852440268307,°C,BAT_C
2024-01-04 06:00:00,HUM_001,27.217552892367014,°C,BAT_B
2024-01-04 07:00:00,TEMP_002,26.702290692819112,°C,BAT_B
2024-01-04 08:00:00,PRESSURE_001,26.149005084727193,°C,BAT_C
2024-01-04 09:00:00,HUM_001,10.626439536994626,°C,BAT_A
2024-01-04 10:00:00,TEMP_001,28.218029263941915,°C,BAT_B
2024-01-04 11:00:00,HUM_001,23.518599776039128,°C,BAT_C
2024-01-04 12:00:00,HUM_001,26.329561106777717,°C,BAT_B
2024-01-04 13:00:00,PRESSURE_001,21.143681700316343,°C,BAT_A
2024-01-04 14:00:00,TEMP_001,22.923761000553892,°C,BAT_C
2024-01-04 15:00:00,PRESSURE_001,28.67265670486759,°C,BAT_C
2024-01-04 16:00:00,PRESSURE_001,27.06735518647643,°C,BAT_A
2024-01-04 17:00:00,HUM_001,17.36442433561522,°C,BAT_A
2024-01-04 18:00:00,PRESSURE_001,18.025803909981043,°C,BAT_B
2024-01-04 19:00:00,TEMP_002,24.244396476230722,°C,BAT_B
2024-01-04 20:00:00,PRESSURE_001,22.989496122853314,°C,BAT_C
2024-01-04 21:00:00,HUM_001,17.554185971141393,°C,BAT_B
2024-01-04 22:00:00,TEMP_002,21.709567868019523,°C,BAT_A
2024-01-04 23:00:00,PRESSURE_001,18.59263990996622,°C,BAT_A
2024-01-05 00:00:00,TEMP_002,24.91937352347529,°C,BAT_B
2024-01-05 01:00:00,HUM_001,33.373516893516964,°C,BAT_A
2024-01-05 02:00:00,TEMP_001,17.461665638512244,°C,BAT_A
2024-01-05 03:00:00,TEMP_001,24.215263344756373,°C,BAT_A
2024-01-05 04:00:00,TEMP_002,24.104407423664966,°C,BAT_B
2024-01-05 05:00:00,TEMP_001,20.996712726153874,°C,BAT_C
2024-01-05 06:00:00,HUM_001,20.116299967120085,°C,BAT_C
2024-01-05 07:00:00,TEMP_002,20.274377878596532,°C,BAT_B
2024-01-05 08:00:00,TEMP_002,14.680784972056546,°C,BAT_A
2024-01-05 09:00:00,PRESSURE_001,12.123505486533759,°C,BAT_C
2024-01-05 10:00:00,TEMP_001,17.689366959094002,°C,BAT_B
2024-01-05 11:00:00,TEMP_002,18.981821901929905,°C,BAT_A
2024-01-05 12:00:00,TEMP_002,25.732440208154802,°C,BAT_B
2024-01-05 13:00:00,TEMP_001,16.49402079277732,°C,BAT_C
2024-01-05 14:00:00,TEMP_001,19.381981651029136,°C,BAT_A
2024-01-05 15:00:00,PRESSURE_001,27.362554274034643,°C,BAT_A
2024-01-05 16:00:00,TEMP_002,25.97883838558383,°C,BAT_C
2024-01-05 17:00:00,HUM_001,24.391014126912665,°C,BAT_B
2024-01-05 18:00:00,PRESSURE_001,27.521891025981073,°C,BAT_B
2024-01-05 19:00:00,PRESSURE_001,35.274736475239344,°C,BAT_C
2024-01-05 20:00:00,PRESSURE_001,21.49886708687102,°C,BAT_A
2024-01-05 21:00:00,TEMP_002,25.051408432942512,°C,BAT_B
2024-01-05 22:00:00,TEMP_002,21.354914863387844,°C,BAT_A
2024-01-05 23:00:00,PRESSURE_001,21.084567151979535,°C,BAT_C
2024-01-06 00:00:00,TEMP_002,17.50840810811269,°C,BAT_A
2024-01-06 01:00:00,HUM_001,30.458542377638345,°C,BAT_A
2024-01-06 02:00:00,PRESSURE_001,22.96526102952948,°C,BAT_A
2024-01-06 03:00:00,PRESSURE_001,29.669845553344956,°C,BAT_B
2024-01-06 04:00:00,PRESSURE_001,23.91821594748513,°C,BAT_C
2024-01-06 05:00:00,PRESSURE_001,17.67188664144556,°C,BAT_A
2024-01-06 06:00:00,TEMP_001,22.089337977178506,°C,BAT_A
2024-01-06 07:00:00,HUM_001,25.239997495281266,°C,BAT_C
2024-01-06 08:00:00,HUM_001,23.09070842553311,°C,BAT_B
2024-01-06 09:00:00,TEMP_002,12.918564744988469,°C,BAT_B
2024-01-06 10:00:00,PRESSURE_001,22.085082045626606,°C,BAT_B
2024-01-06 11:00:00,HUM_001,20.062224122013053,°C,BAT_B
2024-01-06 12:00:00,HUM_001,19.931734629550363,°C,BAT_C
